Taxonomy	D4M31	D4M32	D4M33	D4M34	D4M35	D4M36	D4M37	D4M38	D4M39	D4M40	D5M31	D5M32	D5M33	D5M34	D5M35	D5M37	D5M38	D5M39	D5M40	D6M31	D6M32	D6M33	D6M34	D6M35	D6M36	D6M37	D6M38	D6M39	D6M40	D9M31	D9M32	D9M33	D9M34	D9M35	D9M36	D9M37	D9M38	D9M39	D9M40	D12M31	D12M32	D12M33	D12M34	D12M35	D12M36	D12M37	D12M38	D12M39	D12M40	Tax_detail
Sphingomonas	0.0	0.0	4.00016000640026e-05	0.0904836193447738	0.00020000800032	0.0	4.00016000640026e-05	0.0016400656026241	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;
Oscillibacter	0.0108804352174087	0.0079203168126725	0.0060402416096643	0.0034801392055682	0.0396015840633625	0.000440017600704	0.015600624024961	0.0021600864034561	0.00040001600064	8.00032001280051e-05	0.0291211648465939	0.0044001760070402	0.0127205088203528	0.0248009920396816	0.0072802912116484	0.0022800912036481	0.0021600864034561	0.0022400896035841	0.0324412976519061	0.0050802032081283	0.0256010240409616	0.016200648025921	0.0073602944117764	0.0767230689227569	0.0023200928037121	0.015240609624385	0.0026001040041601	0.0053202128085123	0.0059602384095363	0.0030801232049282	0.0110804432177287	0.0085603424136965	0.0073202928117124	0.0034401376055042	0.0028401136045441	0.0282011280451218	0.014960598423937	0.0049601984079363	0.0067202688107524	0.0066802672106884	0.0086403456138245	0.0096803872154886	0.0089603584143365	0.0094003760150406	0.000760030401216	0.0084403376135045	0.0074002960118404	0.00040001600064	0.0100404016160646	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;
Blautia	0.0020800832033281	0.0052802112084483	0.0445617824712989	0.0056002240089603	0.001360054402176	0.000160006400256	0.000240009600384	0.000760030401216	0.00020000800032	0.000120004800192	0.000960038401536	0.0	4.00016000640026e-05	0.0	8.00032001280051e-05	0.0744829793191728	0.0199607984319373	0.0207208288331533	0.0035601424056962	0.0023200928037121	0.0029601184047361	0.0273610944437778	0.0069602784111364	0.015560622424897	0.000280011200448	0.000920036801472	0.00040001600064	0.001240049601984	0.0016000640025601	0.0027601104044161	0.016240649625985	0.0113604544181767	0.032001280051202	0.0180407216288652	0.001120044801792	0.0017600704028161	0.001480059202368	0.001280051202048	0.0016000640025601	0.0141205648225929	0.0268410736429457	0.0099603984159366	0.0139205568222729	0.0386815472618905	0.000640025601024	0.001240049601984	0.0042001680067202	0.000160006400256	0.000640025601024	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;
Lachnoclostridium	0.0070802832113284	0.0021600864034561	0.00040001600064	0.0076003040121604	0.0020400816032641	0.0176807072282891	0.0323212928517141	0.0051602064082563	0.0272410896435857	0.0682427297091884	0.000320012800512	0.000680027201088	0.001080043201728	0.00020000800032	0.000160006400256	0.000360014400576	0.000880035201408	0.00040001600064	0.001280051202048	0.0016000640025601	0.0037201488059522	0.0026401056042241	0.0025201008040321	0.001240049601984	0.0273210928437137	0.0370814832593304	0.0051602064082563	0.0092803712148485	0.0332413296531861	0.00040001600064	0.0026801072042881	0.00040001600064	0.00080003200128	0.000520020800832	0.0238409536381455	0.0097603904156166	0.0098803952158086	0.015920636825473	0.0302012080483219	0.000640025601024	0.00120004800192	0.000120004800192	0.0060002400096003	0.00020000800032	0.0028401136045441	0.0020400816032641	0.0020000800032001	0.0035201408056322	0.0038801552062082	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;
Alistipes	0.0200008000320013	0.0214808592343694	0.0697627905116205	0.0087203488139525	0.0024800992039681	0.015240609624385	0.0216808672346894	0.0146005840233609	0.0062402496099844	0.031321252850114	0.0040801632065282	0.0051202048081923	0.0023200928037121	0.0027201088043521	0.0040801632065282	0.0186007440297612	0.0442417696707868	0.0448417936717469	0.0545621824872995	0.0556022240889636	0.0328013120524821	0.0458818352734109	0.0575223008920357	0.0081203248129925	0.030721228849154	0.0146405856234249	0.0121204848193928	0.0216408656346254	0.0184807392295692	0.0354014160566423	0.0212408496339854	0.0393215728629145	0.0490019600784031	0.0499619984799392	0.0259210368414737	0.0230409216368655	0.0248409936397456	0.0174406976279051	0.0246809872394896	0.0173206928277131	0.0375615024600984	0.0215208608344334	0.0190807632305292	0.0112804512180487	0.0067602704108164	0.0047201888075523	0.0124404976199048	0.0070002800112004	0.0138005520220809	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;
Roseburia	0.0076003040121604	0.0247209888395536	0.000280011200448	0.0030801232049282	0.000840033601344	0.000160006400256	0.000320012800512	0.000960038401536	0.0045601824072962	0.0016800672026881	0.00060002400096	0.000280011200448	0.000720028801152	0.000240009600384	0.0023600944037761	0.0072402896115844	0.015120604824193	0.015000600024001	0.0102804112164487	0.0021200848033921	0.0449217968718749	0.0062402496099844	0.0024000960038401	0.001160046401856	0.000920036801472	0.0028801152046081	0.000760030401216	0.0090803632145285	0.0069202768110724	0.0323212928517141	0.0533221328853154	0.0510820432817313	0.0056002240089603	0.014920596823873	0.0034401376055042	0.0074802992119684	0.0057602304092163	0.0108404336173447	0.0059602384095363	0.0226409056362255	0.0383615344613785	0.0234009360374415	0.0258810352414097	0.0242809712388496	0.00080003200128	0.0021600864034561	0.0026001040041601	0.0054002160086403	0.0026801072042881	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;
Marvinbryantia	0.000240009600384	0.0235609424376975	0.000480019200768	0.0060402416096643	0.001480059202368	0.0541621664866595	0.0350014000560022	0.0401616064642586	0.0435217408696348	0.0231209248369935	0.00080003200128	0.000680027201088	0.000760030401216	0.001040041601664	0.0010000400016	0.000240009600384	0.000680027201088	0.001360054402176	0.0026801072042881	0.0164406576263051	0.0432017280691228	0.0214008560342414	0.0304012160486419	0.0172806912276491	0.030521220848834	0.0262810512420497	0.0390415616624665	0.0291611664466579	0.0259210368414737	0.0144405776231049	0.0266810672426897	0.0139205568222729	0.0223608944357774	0.0198007920316813	0.0524820992839714	0.0340413616544662	0.0394415776631065	0.0477619104764191	0.0294811792471699	0.0214408576343054	0.0272410896435857	0.0194807792311692	0.0264810592423697	0.0143605744229769	0.031921276851074	0.046161846473859	0.0518420736829473	0.0373614944597784	0.0396815872634905	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;
Escherichia-Shigella	0.0113604544181767	0.0239209568382735	0.0079203168126725	0.016080643225729	0.0304412176487059	0.0146405856234249	0.0100804032161286	0.0176407056282251	0.0178407136285451	0.0030001200048001	0.0191607664306572	0.0212008480339214	0.0101604064162567	0.0214808592343694	0.015120604824193	0.0357614304572183	0.0259610384415377	0.0241609664386575	0.0098403936157446	0.0040801632065282	0.0074002960118404	0.014920596823873	0.0048001920076803	0.0064402576103044	0.0234409376375055	0.0299211968478739	0.0124004960198408	0.0121604864194568	0.0110404416176647	0.0018000720028801	0.0070402816112644	0.0017600704028161	0.0017600704028161	0.0028001120044801	0.0041601664066562	0.0019600784031361	0.0040001600064002	0.0028001120044801	0.0021200848033921	0.0026401056042241	0.0093603744149766	0.0029601184047361	0.0027201088043521	0.000680027201088	0.000960038401536	0.0015600624024961	0.0096403856154246	0.001440057602304	0.0010000400016	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;
Anaeroplasma	0.0070002800112004	0.0075603024120964	0.0036001440057602	0.0057202288091523	0.0238009520380815	0.0046801872074883	0.0093603744149766	0.001280051202048	0.000160006400256	0.0	0.000720028801152	0.000360014400576	0.00040001600064	0.0101204048161926	0.000360014400576	0.0079203168126725	0.0079603184127365	0.0070402816112644	0.0214408576343054	0.001360054402176	0.0017200688027521	0.0053602144085763	0.0028801152046081	0.0034801392055682	0.00080003200128	0.0051602064082563	0.0017600704028161	0.001160046401856	0.001080043201728	0.0028801152046081	0.0032001280051202	0.0234409376375055	0.0026801072042881	0.0050802032081283	0.0016400656026241	0.0410016400656026	0.015320612824513	0.0022800912036481	0.0127205088203528	0.0030401216048641	0.000960038401536	0.0124404976199048	0.0040801632065282	0.0032001280051202	0.000240009600384	0.000880035201408	0.00060002400096	4.00016000640026e-05	0.000240009600384	k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma;
Vibrio	0.0	0.0	0.0	0.0383215328613144	4.00016000640026e-05	0.0	4.00016000640026e-05	0.000240009600384	0.0	0.0	0.0	0.0	0.000160006400256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;
Clostridium_sensu_stricto_1	0.0	0.0	0.0	0.0329613184527381	0.00020000800032	0.000120004800192	8.00032001280051e-05	0.000160006400256	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;
Pseudomonas	0.0	0.0	0.0	0.0083603344133765	0.000120004800192	0.0	0.0	0.000480019200768	0.000120004800192	0.0	0.0	0.0	8.00032001280051e-05	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0029601184047361	0.0020000800032001	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0034801392055682	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;
unidentified_Leptolyngbyaceae	0.0	0.0	0.0	0.0202808112324493	0.0030801232049282	0.0	0.0	0.000360014400576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__unidentified_Leptolyngbyaceae;
Colidextribacter	0.0022000880035201	0.0021200848033921	0.000760030401216	0.0019600784031361	0.000840033601344	0.0016000640025601	0.000480019200768	0.0097203888155526	0.00020000800032	0.0036401456058242	0.000120004800192	0.00040001600064	0.000240009600384	0.000880035201408	0.000320012800512	0.001080043201728	0.0010000400016	0.000840033601344	0.0015200608024321	0.0033201328053122	0.0049201968078723	0.0080803232129285	0.0092403696147845	0.0030401216048641	0.0056002240089603	0.0035201408056322	0.0068802752110084	0.0038801552062082	0.0051602064082563	0.0036801472058882	0.0027201088043521	0.0102004080163207	0.0049601984079363	0.0018000720028801	0.0052002080083203	0.0040801632065282	0.0072402896115844	0.0054402176087043	0.0084003360134405	0.0064002560102404	0.0028001120044801	0.0122404896195848	0.0026001040041601	0.0034801392055682	0.0026001040041601	0.0017200688027521	0.0018400736029441	0.0043601744069762	0.0031201248049922	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;
Methanobrevibacter	0.0	0.0	0.0	0.0120004800192008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;
Paludicola	0.0040001600064002	0.0040401616064642	0.0040401616064642	0.000560022400896	0.000160006400256	0.00140005600224	0.00080003200128	0.0016400656026241	0.0016800672026881	4.00016000640026e-05	0.0042801712068482	0.000720028801152	0.00080003200128	0.0020400816032641	0.0036001440057602	0.000560022400896	0.0017200688027521	0.001480059202368	0.0015600624024961	0.00060002400096	0.0010000400016	0.001040041601664	0.000880035201408	0.001080043201728	0.00060002400096	0.000640025601024	0.000440017600704	0.001160046401856	0.000840033601344	0.000560022400896	0.001120044801792	0.000720028801152	0.000680027201088	0.000320012800512	0.0010000400016	0.000680027201088	0.00120004800192	0.000680027201088	0.000760030401216	0.000560022400896	0.000960038401536	0.000360014400576	0.0010000400016	0.000320012800512	0.000360014400576	0.000480019200768	0.000440017600704	0.0010000400016	0.000360014400576	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola;
Thermoflexibacter	0.0	0.0	0.0	0.0107204288171527	0.000160006400256	0.0	0.0	0.00020000800032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Thermoflexibacter;
UCG-005	0.0	0.0	0.0	0.0096403856154246	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;
unidentified_Mitochondria	0.0	0.0	0.0	0.0096003840153606	4.00016000640026e-05	4.00016000640026e-05	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__unidentified_Mitochondria;
unidentified_Ruminococcaceae	0.0024000960038401	0.001480059202368	0.0041201648065922	0.000680027201088	0.000480019200768	8.00032001280051e-05	0.000360014400576	0.0035201408056322	8.00032001280051e-05	4.00016000640026e-05	0.000320012800512	0.00020000800032	0.000240009600384	0.0022000880035201	0.0032401296051842	0.000440017600704	0.0026801072042881	0.0024000960038401	0.000640025601024	0.000520020800832	0.00020000800032	0.001360054402176	0.001120044801792	0.000440017600704	0.000160006400256	0.000360014400576	0.000680027201088	0.000480019200768	0.000240009600384	0.00040001600064	0.00040001600064	0.000240009600384	0.000480019200768	0.000280011200448	8.00032001280051e-05	0.000360014400576	0.001120044801792	0.000680027201088	0.000720028801152	0.00040001600064	0.000160006400256	0.000120004800192	0.000880035201408	0.000440017600704	4.00016000640026e-05	0.00020000800032	0.000240009600384	8.00032001280051e-05	0.000160006400256	k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__Oscillospirales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae;
Muribaculum	0.0020400816032641	0.0026001040041601	0.0045201808072322	0.000280011200448	0.0010000400016	0.0025601024040961	0.0033601344053762	0.0050002000080003	0.0030801232049282	0.000840033601344	0.0035601424056962	0.0015200608024321	0.000520020800832	0.0076403056122244	0.0040001600064002	0.0036401456058242	0.0023200928037121	0.0021200848033921	0.0023600944037761	0.0018800752030081	0.0090003600144005	0.0024400976039041	0.0020800832033281	0.0020400816032641	0.0032401296051842	0.0020800832033281	0.0045201808072322	0.0040401616064642	0.0035601424056962	0.001440057602304	0.0021200848033921	0.00120004800192	0.00120004800192	0.00080003200128	0.0016400656026241	0.0021600864034561	0.0033201328053122	0.0036001440057602	0.0032801312052482	0.0015200608024321	0.00120004800192	0.000520020800832	0.0017600704028161	0.000880035201408	0.0026401056042241	0.0028401136045441	0.0042401696067842	0.0041201648065922	0.0016000640025601	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;
